2026/05/28 18:47:05.956, 0, NVIDIA H200, 0, 0, 0, 143771, 75.26
2026/05/28 18:47:20.986, 0, NVIDIA H200, 0, 0, 0, 143771, 75.96
2026/05/28 18:47:36.016, 0, NVIDIA H200, 0, 0, 0, 143771, 75.90
2026/05/28 18:47:51.048, 0, NVIDIA H200, 0, 0, 0, 143771, 75.83
2026/05/28 18:48:06.082, 0, NVIDIA H200, 0, 0, 0, 143771, 75.76
2026/05/28 18:48:21.110, 0, NVIDIA H200, 0, 0, 573, 143771, 92.28
2026/05/28 18:48:36.139, 0, NVIDIA H200, 24, 4, 4019, 143771, 213.91
2026/05/28 18:48:51.167, 0, NVIDIA H200, 38, 7, 4019, 143771, 221.99
2026/05/28 18:49:06.195, 0, NVIDIA H200, 38, 6, 4019, 143771, 208.20
2026/05/28 18:49:21.221, 0, NVIDIA H200, 52, 10, 7215, 143771, 329.80
2026/05/28 18:49:36.248, 0, NVIDIA H200, 63, 13, 7215, 143771, 330.17
2026/05/28 18:49:51.277, 0, NVIDIA H200, 43, 10, 7215, 143771, 329.72
2026/05/28 18:50:06.305, 0, NVIDIA H200, 69, 14, 7215, 143771, 319.61
2026/05/28 18:50:21.333, 0, NVIDIA H200, 46, 10, 7215, 143771, 329.30
2026/05/28 18:50:36.361, 0, NVIDIA H200, 45, 9, 7217, 143771, 329.24
2026/05/28 18:50:51.389, 0, NVIDIA H200, 70, 15, 7217, 143771, 323.74
2026/05/28 18:51:06.418, 0, NVIDIA H200, 41, 8, 7217, 143771, 338.82
2026/05/28 18:51:21.447, 0, NVIDIA H200, 40, 8, 7217, 143771, 328.94
2026/05/28 18:51:36.477, 0, NVIDIA H200, 57, 11, 7217, 143771, 329.27
2026/05/28 18:51:51.503, 0, NVIDIA H200, 40, 8, 7217, 143771, 331.72
2026/05/28 18:52:06.530, 0, NVIDIA H200, 61, 12, 7217, 143771, 337.71
2026/05/28 18:52:21.561, 0, NVIDIA H200, 63, 13, 7217, 143771, 323.86
2026/05/28 18:52:36.593, 0, NVIDIA H200, 67, 13, 7217, 143771, 337.66
2026/05/28 18:52:51.622, 0, NVIDIA H200, 63, 13, 7217, 143771, 334.86
2026/05/28 18:53:06.649, 0, NVIDIA H200, 71, 15, 7217, 143771, 332.30
2026/05/28 18:53:21.676, 0, NVIDIA H200, 67, 14, 7217, 143771, 324.37
2026/05/28 18:53:36.703, 0, NVIDIA H200, 52, 10, 7217, 143771, 319.52
2026/05/28 18:53:51.733, 0, NVIDIA H200, 42, 10, 7217, 143771, 318.99
2026/05/28 18:54:06.761, 0, NVIDIA H200, 51, 11, 7217, 143771, 332.98
2026/05/28 18:54:21.789, 0, NVIDIA H200, 50, 11, 7217, 143771, 328.77
2026/05/28 18:54:36.817, 0, NVIDIA H200, 6, 2, 7317, 143771, 148.69
2026/05/28 18:54:51.844, 0, NVIDIA H200, 41, 7, 7333, 143771, 214.74
2026/05/28 18:55:06.871, 0, NVIDIA H200, 14, 0, 7333, 143771, 117.23
2026/05/28 18:55:21.898, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.93
2026/05/28 18:55:36.925, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.83
2026/05/28 18:55:51.952, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.77
2026/05/28 18:56:06.982, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.73
2026/05/28 18:56:22.009, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.72
2026/05/28 18:56:37.035, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.65
2026/05/28 18:56:52.065, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.64
2026/05/28 18:57:07.092, 0, NVIDIA H200, 14, 0, 7333, 143771, 182.63
2026/05/28 18:57:22.119, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.77
2026/05/28 18:57:37.146, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.68
2026/05/28 18:57:52.172, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.72
2026/05/28 18:58:07.199, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.65
2026/05/28 18:58:22.225, 0, NVIDIA H200, 0, 0, 7333, 143771, 116.38
2026/05/28 18:58:37.252, 0, NVIDIA H200, 0, 0, 7333, 143771, 116.39
2026/05/28 18:58:52.279, 0, NVIDIA H200, 0, 0, 7333, 143771, 116.32
2026/05/28 18:59:07.306, 0, NVIDIA H200, 0, 0, 7333, 143771, 116.32
2026/05/28 18:59:22.333, 0, NVIDIA H200, 0, 0, 7333, 143771, 116.33
2026/05/28 18:59:37.362, 0, NVIDIA H200, 13, 0, 7333, 143771, 202.92
2026/05/28 18:59:52.388, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.75
2026/05/28 19:00:07.413, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.64
2026/05/28 19:00:22.440, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.67
2026/05/28 19:00:37.466, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.65
2026/05/28 19:00:52.493, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.65
2026/05/28 19:01:07.518, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.65
2026/05/28 19:01:22.544, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.65
2026/05/28 19:01:37.570, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.63
2026/05/28 19:01:52.595, 0, NVIDIA H200, 14, 0, 7333, 143771, 166.17
2026/05/28 19:02:07.622, 0, NVIDIA H200, 13, 0, 7333, 143771, 116.75
2026/05/28 19:02:22.648, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.66
2026/05/28 19:02:37.674, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.65
2026/05/28 19:02:52.700, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.69
2026/05/28 19:03:07.726, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.64
2026/05/28 19:03:22.754, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.65
2026/05/28 19:03:37.781, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.63
2026/05/28 19:03:52.807, 0, NVIDIA H200, 9, 0, 7333, 143771, 135.46
2026/05/28 19:04:07.834, 0, NVIDIA H200, 14, 0, 7333, 143771, 123.89
2026/05/28 19:04:22.860, 0, NVIDIA H200, 13, 0, 7333, 143771, 116.72
2026/05/28 19:04:37.885, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.67
2026/05/28 19:04:52.912, 0, NVIDIA H200, 13, 0, 7333, 143771, 116.64
2026/05/28 19:05:07.939, 0, NVIDIA H200, 13, 0, 7333, 143771, 116.62
2026/05/28 19:05:22.965, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.63
2026/05/28 19:05:37.993, 0, NVIDIA H200, 13, 0, 7333, 143771, 116.61
2026/05/28 19:05:53.021, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.59
2026/05/28 19:06:08.050, 0, NVIDIA H200, 42, 8, 7333, 143771, 170.06
2026/05/28 19:06:23.078, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.83
2026/05/28 19:06:38.109, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.72
2026/05/28 19:06:53.136, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.71
2026/05/28 19:07:08.166, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.69
2026/05/28 19:07:23.193, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.63
2026/05/28 19:07:38.220, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.66
2026/05/28 19:07:53.247, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.63
2026/05/28 19:08:08.274, 0, NVIDIA H200, 14, 0, 7333, 143771, 116.61
2026/05/28 19:08:23.303, 0, NVIDIA H200, 14, 0, 7333, 143771, 126.55
