timestamp,index,name,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw
2026/05/28 19:43:11.076, 0, NVIDIA H200, 14, 0, 7375, 143771, 137.05
2026/05/28 19:43:16.103, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.68
2026/05/28 19:43:21.128, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.76
2026/05/28 19:43:26.156, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.66
2026/05/28 19:43:31.179, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.72
2026/05/28 19:43:36.206, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.94
2026/05/28 19:43:41.230, 0, NVIDIA H200, 43, 8, 7375, 143771, 224.38
2026/05/28 19:43:46.256, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.61
2026/05/28 19:43:51.284, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.88
2026/05/28 19:43:56.311, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.64
2026/05/28 19:44:01.337, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.72
2026/05/28 19:44:06.363, 0, NVIDIA H200, 41, 8, 7375, 143771, 213.40
2026/05/28 19:44:11.389, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.64
2026/05/28 19:44:16.416, 0, NVIDIA H200, 14, 0, 7375, 143771, 125.53
2026/05/28 19:44:21.440, 0, NVIDIA H200, 14, 0, 7375, 143771, 125.31
2026/05/28 19:44:26.466, 0, NVIDIA H200, 13, 0, 7375, 143771, 124.71
2026/05/28 19:44:31.492, 0, NVIDIA H200, 45, 9, 7375, 143771, 202.28
2026/05/28 19:44:36.517, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.70
2026/05/28 19:44:41.542, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.89
2026/05/28 19:44:46.567, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.70
2026/05/28 19:44:51.592, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.71
2026/05/28 19:44:56.619, 0, NVIDIA H200, 40, 7, 7375, 143771, 178.62
2026/05/28 19:45:01.645, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.69
2026/05/28 19:45:06.671, 0, NVIDIA H200, 14, 0, 7375, 143771, 125.27
2026/05/28 19:45:11.696, 0, NVIDIA H200, 14, 0, 7375, 143771, 125.35
2026/05/28 19:45:16.721, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.79
2026/05/28 19:45:21.746, 0, NVIDIA H200, 47, 10, 7375, 143771, 174.85
2026/05/28 19:45:26.772, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.70
2026/05/28 19:45:31.797, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.94
2026/05/28 19:45:36.822, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.58
2026/05/28 19:45:41.846, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.71
2026/05/28 19:45:46.871, 0, NVIDIA H200, 17, 3, 7375, 143771, 148.94
2026/05/28 19:45:51.896, 0, NVIDIA H200, 13, 0, 7375, 143771, 124.67
2026/05/28 19:45:56.922, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.97
2026/05/28 19:46:01.948, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.68
2026/05/28 19:46:06.975, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.75
2026/05/28 19:46:12.000, 0, NVIDIA H200, 8, 0, 7375, 143771, 124.59
2026/05/28 19:46:17.025, 0, NVIDIA H200, 13, 0, 7375, 143771, 125.35
2026/05/28 19:46:22.051, 0, NVIDIA H200, 14, 0, 7375, 143771, 125.08
2026/05/28 19:46:27.079, 0, NVIDIA H200, 14, 0, 7375, 143771, 125.09
2026/05/28 19:46:32.104, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.74
2026/05/28 19:46:37.130, 0, NVIDIA H200, 14, 0, 7375, 143771, 125.21
2026/05/28 19:46:42.157, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.63
2026/05/28 19:46:47.181, 0, NVIDIA H200, 14, 0, 7375, 143771, 136.08
2026/05/28 19:46:52.206, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.60
2026/05/28 19:46:57.232, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.68
2026/05/28 19:47:02.258, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.61
2026/05/28 19:47:07.283, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.73
2026/05/28 19:47:12.310, 0, NVIDIA H200, 14, 0, 7375, 143771, 134.96
2026/05/28 19:47:17.360, 0, NVIDIA H200, 13, 0, 7375, 143771, 124.61
2026/05/28 19:47:22.424, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.72
2026/05/28 19:47:27.449, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.58
2026/05/28 19:47:32.476, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.67
2026/05/28 19:47:37.503, 0, NVIDIA H200, 14, 0, 7375, 143771, 134.52
2026/05/28 19:47:42.527, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.62
2026/05/28 19:47:47.553, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.74
2026/05/28 19:47:52.580, 0, NVIDIA H200, 13, 0, 7375, 143771, 124.56
2026/05/28 19:47:57.606, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.64
2026/05/28 19:48:02.633, 0, NVIDIA H200, 14, 0, 7375, 143771, 151.10
2026/05/28 19:48:07.658, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.58
2026/05/28 19:48:12.683, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.74
2026/05/28 19:48:17.710, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.56
2026/05/28 19:48:22.734, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.67
2026/05/28 19:48:27.760, 0, NVIDIA H200, 14, 0, 7375, 143771, 153.98
2026/05/28 19:48:32.787, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.59
2026/05/28 19:48:37.813, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.73
2026/05/28 19:48:42.838, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.59
2026/05/28 19:48:47.865, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.62
2026/05/28 19:48:52.891, 0, NVIDIA H200, 14, 0, 7375, 143771, 147.41
2026/05/28 19:48:57.919, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.59
2026/05/28 19:49:02.945, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.72
2026/05/28 19:49:07.971, 0, NVIDIA H200, 14, 0, 7375, 143771, 124.54
2026/05/28 19:49:12.998, 0, NVIDIA H200, 0, 0, 7375, 143771, 124.36
