timestamp,index,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw
2026/05/28 13:44:02.019, 0, 0, 0, 0, 143771, 81.55
2026/05/28 13:44:07.049, 0, 0, 0, 0, 143771, 81.57
2026/05/28 13:44:12.078, 0, 0, 0, 0, 143771, 81.61
2026/05/28 13:44:17.107, 0, 0, 0, 537, 143771, 122.74
2026/05/28 13:44:22.134, 0, 6, 1, 1539, 143771, 147.62
2026/05/28 13:44:27.163, 0, 11, 1, 1541, 143771, 147.33
2026/05/28 13:44:32.190, 0, 9, 1, 1541, 143771, 148.83
2026/05/28 13:44:37.217, 0, 20, 0, 1541, 143771, 135.84
2026/05/28 13:44:42.244, 0, 20, 0, 1541, 143771, 130.37
2026/05/28 13:44:47.272, 0, 20, 0, 1541, 143771, 130.23
2026/05/28 13:44:52.299, 0, 20, 0, 1541, 143771, 129.48
2026/05/28 13:44:57.329, 0, 21, 0, 1541, 143771, 130.09
2026/05/28 13:45:02.357, 0, 21, 0, 1541, 143771, 129.89
2026/05/28 13:45:07.383, 0, 21, 0, 1541, 143771, 129.99
2026/05/28 13:45:12.411, 0, 21, 0, 1541, 143771, 129.76
2026/05/28 13:45:17.439, 0, 21, 0, 1541, 143771, 129.68
2026/05/28 13:45:22.469, 0, 21, 0, 1541, 143771, 129.55
2026/05/28 13:45:27.495, 0, 21, 0, 1541, 143771, 129.60
2026/05/28 13:45:32.521, 0, 21, 0, 1541, 143771, 129.43
2026/05/28 13:45:37.549, 0, 21, 0, 1541, 143771, 129.39
2026/05/28 13:45:42.576, 0, 21, 0, 1541, 143771, 129.37
2026/05/28 13:45:47.602, 0, 20, 0, 1541, 143771, 129.28
2026/05/28 13:45:52.630, 0, 21, 0, 1541, 143771, 129.21
2026/05/28 13:45:57.658, 0, 21, 0, 1541, 143771, 129.25
2026/05/28 13:46:02.684, 0, 21, 0, 1541, 143771, 129.18
2026/05/28 13:46:07.712, 0, 21, 0, 1541, 143771, 129.13
2026/05/28 13:46:12.740, 0, 21, 0, 1541, 143771, 129.04
2026/05/28 13:46:17.767, 0, 21, 0, 1541, 143771, 129.02
2026/05/28 13:46:22.796, 0, 21, 0, 1541, 143771, 129.00
2026/05/28 13:46:27.823, 0, 21, 0, 1541, 143771, 128.83
2026/05/28 13:46:32.849, 0, 21, 0, 1541, 143771, 128.87
2026/05/28 13:46:37.876, 0, 23, 0, 1541, 143771, 129.19
2026/05/28 13:46:42.904, 0, 0, 0, 1541, 143771, 126.21
2026/05/28 13:46:47.930, 0, 0, 0, 1541, 143771, 126.15
2026/05/28 13:46:52.957, 0, 0, 0, 1541, 143771, 126.09
2026/05/28 13:46:57.984, 0, 0, 0, 1541, 143771, 126.03
2026/05/28 13:47:03.009, 0, 0, 0, 1541, 143771, 126.06
2026/05/28 13:47:08.036, 0, 0, 0, 1541, 143771, 126.00
2026/05/28 13:47:13.063, 0, 0, 0, 1541, 143771, 125.97
2026/05/28 13:47:18.091, 0, 0, 0, 1541, 143771, 125.97
2026/05/28 13:47:23.118, 0, 23, 0, 1541, 143771, 128.68
2026/05/28 13:47:28.145, 0, 21, 0, 1541, 143771, 128.47
