timestamp,index,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw
2026/05/31 01:35:30.728, 0, 0, 0, 2753, 143771, 220.82
2026/05/31 01:35:40.756, 0, 0, 0, 2753, 143771, 131.44
2026/05/31 01:35:50.783, 0, 0, 0, 2753, 143771, 131.28
2026/05/31 01:36:00.809, 0, 0, 0, 2753, 143771, 248.01
2026/05/31 01:36:10.836, 0, 0, 0, 2753, 143771, 131.46
2026/05/31 01:36:20.860, 0, 0, 0, 2753, 143771, 131.34
2026/05/31 01:36:30.887, 0, 48, 10, 2753, 143771, 207.13
2026/05/31 01:36:40.912, 0, 0, 0, 2753, 143771, 131.60
2026/05/31 01:36:50.938, 0, 0, 0, 2753, 143771, 131.35
2026/05/31 01:37:00.966, 0, 32, 7, 2753, 143771, 165.54
2026/05/31 01:37:10.992, 0, 0, 0, 2753, 143771, 161.34
2026/05/31 01:37:21.020, 0, 0, 0, 2753, 143771, 131.43
2026/05/31 01:37:31.048, 0, 0, 0, 2753, 143771, 131.25
2026/05/31 01:37:41.073, 0, 0, 0, 2753, 143771, 225.27
2026/05/31 01:37:51.098, 0, 0, 0, 2753, 143771, 131.41
2026/05/31 01:38:01.124, 0, 0, 0, 2753, 143771, 131.30
2026/05/31 01:38:11.150, 0, 43, 9, 2753, 143771, 249.79
2026/05/31 01:38:21.175, 0, 0, 0, 2753, 143771, 131.49
2026/05/31 01:38:31.199, 0, 0, 0, 2753, 143771, 131.34
2026/05/31 01:38:41.224, 0, 47, 10, 2753, 143771, 185.51
2026/05/31 01:38:51.248, 0, 0, 0, 2753, 143771, 131.63
2026/05/31 01:39:01.274, 0, 0, 0, 2753, 143771, 131.34
2026/05/31 01:39:11.330, 0, 0, 0, 2753, 143771, 131.24
2026/05/31 01:39:21.356, 0, 0, 0, 2753, 143771, 186.92
2026/05/31 01:39:31.381, 0, 0, 0, 2753, 143771, 131.39
2026/05/31 01:39:41.408, 0, 0, 0, 2753, 143771, 131.28
2026/05/31 01:39:51.433, 0, 0, 0, 2753, 143771, 246.46
2026/05/31 01:40:01.465, 0, 0, 0, 2753, 143771, 131.47
2026/05/31 01:40:11.493, 0, 0, 0, 2753, 143771, 131.26
2026/05/31 01:40:21.516, 0, 43, 9, 2753, 143771, 248.65
2026/05/31 01:40:31.544, 0, 0, 0, 2753, 143771, 131.54
2026/05/31 01:40:41.573, 0, 0, 0, 2753, 143771, 131.32
2026/05/31 01:40:51.598, 0, 37, 8, 2753, 143771, 184.68
